name,size,unit,portions,nutrition,ingredients
Lihavartaat ja marinoidut vihannekset,400,g,4,"{'CarbohydratePerPortion': '20.00', 'CarbohydratePerUnit': '5.00', 'ProteinPerPortion': '35.00', 'ProteinPerUnit': '8.80', 'FatPerPortion': '21.00', 'FatPerUnit': '5.20', 'KcalPerPortion': '405.00', 'KcalPerUnit': '101.00'}","{'naudan ulkofileelehtipihvejä': {'Unit': 'kpl', 'Amount': '4'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka herkkusieniä': {'Unit': 'rs', 'Amount': '1'}, 'luumutomaattia': {'Unit': '', 'Amount': '4'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2-3'}, 'sitruuna (suikaloitu kuori ja mehu)': {'Unit': '', 'Amount': '1'}, 'hunajaa': {'Unit': 'rkl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'basilikaa': {'Unit': 'tl', 'Amount': '1'}}"
Parsa-kinkkusalaatti,175,g,5,"{'CarbohydratePerPortion': '3.00', 'CarbohydratePerUnit': '1.70', 'ProteinPerPortion': '15.00', 'ProteinPerUnit': '8.60', 'FatPerPortion': '11.00', 'FatPerUnit': '6.30', 'KcalPerPortion': '170.00', 'KcalPerUnit': '97.00'}","{'tuoretta vihreää tai valkoista parsaa': {'Unit': '', 'Amount': '1'}, 'vettä': {'Unit': 'l', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'sokeria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka Parhaat parmankinkkua': {'Unit': 'pkt', 'Amount': '2'}, 'Pirkka jääsalaattia': {'Unit': '', 'Amount': '1'}, 'kananmunan keltuaista': {'Unit': '', 'Amount': '3'}, 'valkoviiniä (alkoholitonta)': {'Unit': 'dl', 'Amount': '1 1/2'}, 'parmesaania lastuina': {'Unit': 'g', 'Amount': 'n. 50'}}"
Suklaadippi,,g,10,"{'CarbohydratePerUnit': '24.81', 'ProteinPerUnit': '3.79', 'FatPerUnit': '31.51', 'KcalPerUnit': '394.85'}","{'tummaa leivontasuklaata (Fazer)': {'Unit': 'g', 'Amount': '200'}, 'Pirkka laktoositonta vispikermaa': {'Unit': 'dl', 'Amount': '2'}, 'voita': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka tuulihattuja kermavaahtotäytteellä(pakaste)': {'Unit': 'rs', 'Amount': '1'}}"
"Savusiika, yrttiperunat ja jogurttikastike",310,g,4-5,"{'CarbohydratePerPortion': '32.00', 'CarbohydratePerUnit': '10.30', 'ProteinPerPortion': '26.00', 'ProteinPerUnit': '8.40', 'FatPerPortion': '12.00', 'FatPerUnit': '3.90', 'KcalPerPortion': '340.00', 'KcalPerUnit': '110.00'}","{'savusiikafileetä': {'Unit': 'g', 'Amount': 'n. 500'}, 'Pirkka puikulaperunoita': {'Unit': 'kg', 'Amount': '1'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1 1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'kuivattua timjamia': {'Unit': 'tl', 'Amount': '2'}, 'basilikaa': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka turkkilaista jogurttia': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka sinappia': {'Unit': 'rkl', 'Amount': '1'}}"
Mehevät kasvisleivät,,g,4,"{'CarbohydratePerUnit': '20.49', 'ProteinPerUnit': '3.53', 'FatPerUnit': '4.56', 'KcalPerUnit': '145.51'}","{'jälkiuunipaloja (Oululainen)': {'Unit': 'ps', 'Amount': '1'}, 'porkkanaa': {'Unit': '', 'Amount': '2-3'}, 'omena': {'Unit': '', 'Amount': '1'}, 'Pirkka voileipäpikkelssiä': {'Unit': 'dl', 'Amount': '3/4'}, 'tomaattia': {'Unit': '', 'Amount': '1-2'}, 'rakuunaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Välimeren perunasalaatti ja grillimakkarat,,g,4,"{'CarbohydratePerUnit': '9.35', 'ProteinPerUnit': '4.86', 'FatPerUnit': '10.67', 'KcalPerUnit': '153.12'}","{'grillimakkaroita': {'Unit': 'pkt', 'Amount': '1-2'}, 'kuorellisia perunaviipaleita (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka suippopaprika': {'Unit': '', 'Amount': '1'}, 'tuoretta kurkkua': {'Unit': '', 'Amount': '1/2'}, 'tomaattia': {'Unit': '', 'Amount': '3'}, 'Pirkka salaattijuustokuutioita öljymarinadissa': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka kalamataoliivia': {'Unit': '', 'Amount': '15'}, 'salaattijuustotölkin öljymarinadia': {'Unit': 'dl', 'Amount': '1/2'}, 'punaviinietikkaa': {'Unit': 'rkl', 'Amount': '3'}, 'minttua': {'Unit': 'tl', 'Amount': '1'}}"
Provencen broileripata,,g,10,"{'CarbohydratePerUnit': '3.81', 'ProteinPerUnit': '8.01', 'FatPerUnit': '2.38', 'KcalPerUnit': '70.21'}","{'broilerin minuuttipihvejä, miedosti suolattu': {'Unit': 'g', 'Amount': 'n. 900'}, 'herkkusieniä (tuoreita)': {'Unit': 'rs', 'Amount': '1'}, 'kesäkurpitsaa': {'Unit': '', 'Amount': '1-2'}, 'paprikaa': {'Unit': '', 'Amount': '2'}, 'lehtisellerin vartta': {'Unit': '', 'Amount': '2'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'vihreitä viinirypäleitä (siemenettömiä)': {'Unit': 'g', 'Amount': '250'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka vihreitä sitruunatäytteisiä oliiveja': {'Unit': 'tlk', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '5'}, 'kanafondia': {'Unit': 'rkl', 'Amount': '2'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'laakerinlehteä': {'Unit': '', 'Amount': '2'}, 'Pirkka Provencen mix yrttiseosta': {'Unit': 'tl', 'Amount': '2'}, 'vaaleaa suurustetta': {'Unit': 'rkl', 'Amount': '3'}}"
Grillattua broileria ja pestokasviksia,,g,5-6,"{'CarbohydratePerUnit': '1.28', 'ProteinPerUnit': '14.17', 'FatPerUnit': '8.53', 'KcalPerUnit': '138.91'}","{'Kariniemen kananpojan minuuttipihvejä, hunaja': {'Unit': 'rs', 'Amount': '1'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka vihreää pestoa': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka pinjansiemeniä': {'Unit': 'dl', 'Amount': '1/2'}}"
Axun tosi nopea broileripasta,,g,3,"{'CarbohydratePerUnit': '15.59', 'ProteinPerUnit': '10.88', 'FatPerUnit': '8.30', 'KcalPerUnit': '183.76'}","{'Pirkka neljän juuston ravioli -tuorepastaa': {'Unit': 'pkt', 'Amount': '1'}, 'paistettuja broilerin sisäfileitä': {'Unit': 'pkt', 'Amount': '1'}, 'ruokakermaa': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka vihreää pestoa': {'Unit': 'rkl', 'Amount': '1 1/2'}}"
Meloni-mozzarellasalaatti,,g,4-5,"{'CarbohydratePerUnit': '4.29', 'ProteinPerUnit': '2.29', 'FatPerUnit': '2.72', 'KcalPerUnit': '50.65'}","{'Pirkka salaattisekoitusta': {'Unit': 'ps', 'Amount': '1'}, 'kurkkua': {'Unit': '', 'Amount': '1/2'}, 'cantaloupe- eli verkkomelonia': {'Unit': '', 'Amount': '1/2'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'kevätsipulia': {'Unit': '', 'Amount': '2-3'}, 'K-Menu ohuen ohutta broilerin fileeleikkelettä': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka mozzarellapalloja 17 %': {'Unit': 'pkt', 'Amount': '1'}, 'rucolaa': {'Unit': 'ruukku', 'Amount': '1'}, 'oliiviöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '2'}, 'basilikaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}}"
"Grillipihvit, maustevoi ja salviakasvikset",,g,4,"{'CarbohydratePerUnit': '2.42', 'ProteinPerUnit': '11.61', 'FatPerUnit': '7.91', 'KcalPerUnit': '128.02'}","{'naudan ulkofileepihvejä': {'Unit': 'rs', 'Amount': '1'}, 'voita': {'Unit': 'g', 'Amount': '50-70'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'persiljaa hienonnettuna': {'Unit': 'rkl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/4'}, 'varhaisporkkanoita': {'Unit': 'g', 'Amount': 'n. 300'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'herkkusieniä': {'Unit': 'rs', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1-2'}, 'Pirkka salviapestoa': {'Unit': 'rkl', 'Amount': '3'}, 'omenaviinietikkaa': {'Unit': 'tl', 'Amount': '2'}}"
Perunanyytit & pekonisienet,,g,4,,
Jättikatkarapu-caesar,,g,2,"{'CarbohydratePerUnit': '3.64', 'ProteinPerUnit': '6.95', 'FatPerUnit': '9.25', 'KcalPerUnit': '121.61'}","{'kuorittuja, raakoja tiikerikatkarapuja (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka caesar -salaattisekoitusta (sis. salaatin,': {'Unit': 'ps', 'Amount': '1'}}"
Juhlabrie,,g,10,"{'CarbohydratePerUnit': '11.49', 'ProteinPerUnit': '11.38', 'FatPerUnit': '18.76', 'KcalPerUnit': '260.10'}","{'Coeur de Lion briejuusto': {'Unit': '', 'Amount': '1'}, 'vihreitä viinirypäleitä': {'Unit': 'g', 'Amount': 'n. 250'}, 'kiiviä': {'Unit': '', 'Amount': '2-3'}, 'Pirkka cashewpähkinöitä': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka pekaanipähkinöitä': {'Unit': 'dl', 'Amount': '1'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'hunajaa': {'Unit': 'rkl', 'Amount': '1'}}"
Lohi-ananassalaatti,300,g,5,"{'CarbohydratePerPortion': '15.00', 'CarbohydratePerUnit': '5.00', 'ProteinPerPortion': '18.00', 'ProteinPerUnit': '6.00', 'FatPerPortion': '15.00', 'FatPerUnit': '5.00', 'KcalPerPortion': '270.00', 'KcalPerUnit': '90.00'}","{'kurkku': {'Unit': '', 'Amount': '1'}, 'sokeria': {'Unit': 'tl', 'Amount': '1'}, 'ananas': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'omenaviinietikkaa': {'Unit': 'rkl', 'Amount': '1'}, 'vettä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka isoja katkarapuja sulatettuna (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka Provence salaattisekoitusta': {'Unit': 'ps', 'Amount': '1'}, 'graavikirjolohiviipaleita': {'Unit': 'g', 'Amount': '150'}, 'kypsä avokado': {'Unit': '', 'Amount': '1'}, 'limetin mehu': {'Unit': '', 'Amount': '1'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka Reilun Kaupan juoksevaa hunajaa': {'Unit': 'tl', 'Amount': '2'}}"
Raparperi-mansikkarahka,,g,4,"{'CarbohydratePerUnit': '17.98', 'ProteinPerUnit': '3.73', 'FatPerUnit': '1.84', 'KcalPerUnit': '90.69'}","{'raparperisosetta': {'Unit': 'pkt', 'Amount': '1'}, 'mansikoita': {'Unit': 'g', 'Amount': '250'}, 'Pirkka vaahtoutuvaa vaniljakastiketta': {'Unit': 'tlk', 'Amount': '1'}, 'rahkaa': {'Unit': 'prk', 'Amount': '1'}}"
Yrttilusikat,,g,n. 20,"{'CarbohydratePerUnit': '30.46', 'ProteinPerUnit': '6.56', 'FatPerUnit': '21.18', 'KcalPerUnit': '338.11'}","{'Pirkka piirakkataikinaa (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'kananmuna': {'Unit': '', 'Amount': '1'}}"
Kabanossivartaat ja perunasalaatti,,g,4,"{'CarbohydratePerUnit': '10.34', 'ProteinPerUnit': '3.05', 'FatPerUnit': '7.16', 'KcalPerUnit': '118.58'}","{'grillimakkaroita (Kabanossi habanero)': {'Unit': 'pkt', 'Amount': '1'}, 'HK Amerikan pekonia': {'Unit': 'pkt', 'Amount': '1/2'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'Pirkka ananasviipaleita mehussa': {'Unit': 'tlk', 'Amount': '1'}, 'pitkää varrastikkua': {'Unit': '', 'Amount': '4'}, 'uusia perunoita': {'Unit': 'kg', 'Amount': '1'}, 'nippusipulia varsineen': {'Unit': '', 'Amount': '3'}, 'maustekurkkuviipaleita': {'Unit': 'dl', 'Amount': '1 1/2'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka omenatäysmehua': {'Unit': 'dl', 'Amount': '1/2'}, 'omenaviinietikkaa': {'Unit': 'rkl', 'Amount': '2'}, 'valkosipulinkynttä hienonnettuna': {'Unit': '', 'Amount': '1-2'}, 'sinappia': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}}"
Mehevä kasvispiirakka,,g,8,"{'CarbohydratePerUnit': '15.50', 'ProteinPerUnit': '5.59', 'FatPerUnit': '16.19', 'KcalPerUnit': '229.97'}","{'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka perunasosejauhetta': {'Unit': 'pkt', 'Amount': '1/2'}, 'Pirkka neljän viljan hiutaleita': {'Unit': 'dl', 'Amount': '1'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '150'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'porkkanaa': {'Unit': '', 'Amount': '2'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka Parhaat mustapippurituorejuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'Pirkka ruokakermaa': {'Unit': 'tlk', 'Amount': '1'}}"
Meloni-kinkkuvoileipäkakku,,g,15,"{'CarbohydratePerUnit': '8.01', 'ProteinPerUnit': '3.67', 'FatPerUnit': '6.58', 'KcalPerUnit': '107.32'}","{'tummaa ruisleipää (Fazer Real)': {'Unit': 'viipaletta', 'Amount': '8'}, 'moniviljapaahtoleipää (Fazer)': {'Unit': 'viipaletta', 'Amount': '12'}, 'kiehuvaa vettä': {'Unit': 'dl', 'Amount': '1 1/2'}, 'kasvis- tai lihafondia': {'Unit': 'tl', 'Amount': '1 1/2'}, 'Pirkka punaista pestoa': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka Italian yrtit tuorejuustoa': {'Unit': 'rs', 'Amount': '1'}, 'crème fraîchea (ranskankerma)': {'Unit': 'tlk', 'Amount': '1/2'}, 'ohuen ohut ylikypsiä saunapalvikinkkuviipaleita': {'Unit': 'pkt', 'Amount': '1/2'}, 'Pirkka maustekurkkuviipaleita': {'Unit': 'dl', 'Amount': 'n. 2'}, 'verkkomelonia': {'Unit': 'g', 'Amount': 'n. 300'}, 'vihreitä, siemenettömiä viinirypäleitä': {'Unit': 'g', 'Amount': 'n. 200'}, 'Pirkka suippopaprika': {'Unit': '', 'Amount': '1/2'}}"
Sirpan savulohirulla,,g,15,"{'CarbohydratePerUnit': '6.97', 'ProteinPerUnit': '6.24', 'FatPerUnit': '14.58', 'KcalPerUnit': '186.88'}","{'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '100'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1 1/4'}, 'ruisjauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka kevytmaitoa': {'Unit': 'dl', 'Amount': '5'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'Pirkka lämminsavustettua kirjolohifileetä': {'Unit': 'pkt', 'Amount': '1 1/2'}, 'purjoa': {'Unit': '', 'Amount': '1/2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'valkosipulituorejuustoa': {'Unit': 'rs', 'Amount': '1'}, 'crème fraîchea (ranskankerma)': {'Unit': 'tlk', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'sitruuna': {'Unit': '', 'Amount': '1'}}"
Juurespihvit,,g,4,"{'CarbohydratePerUnit': '13.30', 'ProteinPerUnit': '3.30', 'FatPerUnit': '3.76', 'KcalPerUnit': '100.55'}","{'Pirkka juuressosetta': {'Unit': 'pkt', 'Amount': '1'}, 'kaurahiutaleita': {'Unit': 'dl', 'Amount': '1 1/2'}, 'perunajauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'Pirkka Provencen mix yrttiseosta': {'Unit': 'tl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/4'}}"
Poronfilee ja perunagratiini,400,g,4-5,"{'CarbohydratePerPortion': '43.00', 'CarbohydratePerUnit': '10.80', 'ProteinPerPortion': '40.00', 'ProteinPerUnit': '10.00', 'FatPerPortion': '17.00', 'FatPerUnit': '4.20', 'KcalPerPortion': '490.00', 'KcalPerUnit': '122.00'}","{'poron sisäfileetä (pakaste)': {'Unit': 'pkt', 'Amount': '2'}, 'Pirkka perunoita (keltainen pussi)': {'Unit': 'kg', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'kevytmaitoa': {'Unit': 'dl', 'Amount': '5'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'rosmariinia': {'Unit': 'tl', 'Amount': '1/2'}, 'Valio Polar-juustoa raastettuna (ei kevyt)': {'Unit': 'g', 'Amount': '100'}, 'puolukoita (pakaste)': {'Unit': 'g', 'Amount': '200'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'sokeria': {'Unit': 'rkl', 'Amount': '2'}}"
Pikamunkit,30,g,n. 20,"{'CarbohydratePerPortion': '14.00', 'CarbohydratePerUnit': '46.70', 'ProteinPerPortion': '2.00', 'ProteinPerUnit': '6.70', 'FatPerPortion': '6.00', 'FatPerUnit': '20.00', 'KcalPerPortion': '120.00', 'KcalPerUnit': '400.00'}","{'maitoa': {'Unit': 'dl', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'sitruunan raastettua kuorta': {'Unit': 'tl', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'sokeria': {'Unit': 'dl', 'Amount': '1'}, 'kardemummaa': {'Unit': 'tl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 4'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '2'}, 'rypsiöljyä': {'Unit': 'dl', 'Amount': '7-8'}}"
Herkkukala,,g,4-5,"{'CarbohydratePerUnit': '1.70', 'ProteinPerUnit': '8.98', 'FatPerUnit': '5.68', 'KcalPerUnit': '94.18'}","{'Pirkka ahvenfileitä (pakaste)': {'Unit': 'ps', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '3/4'}, 'purjoa': {'Unit': '', 'Amount': '1/2'}, 'kesäkurpitsaa': {'Unit': '', 'Amount': '1-2'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'Pirkka herkkusieniä': {'Unit': 'rs', 'Amount': '1'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'smetanaa': {'Unit': 'tlk', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'juustoraastetta': {'Unit': 'dl', 'Amount': '2'}}"
Raparperikerrosmaljat,,g,6,"{'CarbohydratePerUnit': '19.20', 'ProteinPerUnit': '3.55', 'FatPerUnit': '1.76', 'KcalPerUnit': '94.94'}","{'raparperisosetta': {'Unit': 'pkt', 'Amount': '1'}, 'mansikoita (tuoreita tai pakastettuja)': {'Unit': 'g', 'Amount': '250'}, 'Pirkka vaahtoutuvaa vaniljakastiketta': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka maitorahkaa': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka appelsiinimarmeladia': {'Unit': 'dl', 'Amount': '1/2'}}"
Kyproksensalaatti,,g,4-5,"{'CarbohydratePerUnit': '6.93', 'ProteinPerUnit': '5.40', 'FatPerUnit': '5.54', 'KcalPerUnit': '102.60'}","{'Pirkka uuden sadon perunoita': {'Unit': 'g', 'Amount': 'n. 600'}, 'kananmunaa': {'Unit': '', 'Amount': '4'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1/2'}, 'Pirkka tonnikalaa öljyssä': {'Unit': 'tlk', 'Amount': '1'}, 'anjovisfileitä': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka sitruunatäytteistä vihreää oliivia': {'Unit': '', 'Amount': '10'}, 'kapriksia': {'Unit': 'rkl', 'Amount': '1'}, 'jääsalaattia': {'Unit': 'ruukku', 'Amount': '1'}, 'ranskalaista salaattikastiketta': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka piri piri -maustesekoitusta (myllystä)': {'Unit': 'tl', 'Amount': '1/2'}}"
Gluteeniton kookosmarenkikääretorttu,80,g,n. 13,"{'CarbohydratePerPortion': '21.00', 'CarbohydratePerUnit': '26.20', 'ProteinPerPortion': '5.00', 'ProteinPerUnit': '6.20', 'FatPerPortion': '9.00', 'FatPerUnit': '11.20', 'KcalPerPortion': '190.00', 'KcalPerUnit': '238.00'}","{'valkuaista': {'Unit': '', 'Amount': '4'}, 'sokeria': {'Unit': 'rkl', 'Amount': '3'}, 'kookoshiutaleita': {'Unit': 'dl', 'Amount': '1'}, 'juoksevaa margariinia': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka laktoositonta kevytkermaa (10 %)': {'Unit': 'dl', 'Amount': '2'}, 'kananmunan keltuaista': {'Unit': '', 'Amount': '4'}, 'maissitärkkelystä': {'Unit': 'rkl', 'Amount': '2'}, 'limetin kuorta raastettuna': {'Unit': 'tl', 'Amount': '2'}, 'limetin mehua': {'Unit': 'rkl', 'Amount': '2-3'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka maitorahkaa': {'Unit': 'tlk', 'Amount': '1'}, 'tuoreita mansikoita tai': {'Unit': 'l', 'Amount': '1/2'}, 'kypsää päärynää': {'Unit': '', 'Amount': '2'}}"
Kylmäsavulohipasta carbonaran tapaan,,g,4,"{'CarbohydratePerUnit': '25.28', 'ProteinPerUnit': '11.74', 'FatPerUnit': '8.49', 'KcalPerUnit': '226.09'}","{'Pirkka tagliatelle-pastaa': {'Unit': 'g', 'Amount': '300'}, 'Pirkka herneitä (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'Pirkka kylmäsavustettua kirjolohta': {'Unit': 'pkt', 'Amount': '1'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'Pirkka laktoositonta ruokakermaa (15 %)': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka Parhaat parmesaania raastettuna': {'Unit': 'dl', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'sitruunan raastettua kuorta': {'Unit': 'tl', 'Amount': '1'}}"
"Mantelinen puolukkapiiras, gluteeniton",,g,8,"{'CarbohydratePerUnit': '24.62', 'ProteinPerUnit': '3.71', 'FatPerUnit': '14.04', 'KcalPerUnit': '241.90'}","{'jauhoista perunaa keitettynä': {'Unit': '', 'Amount': '2'}, 'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '100'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'Pirkka mantelijauhetta': {'Unit': 'g', 'Amount': '100'}, 'Pirkka perunajauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'perunajauhoja': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka puolukoita (pakaste)': {'Unit': 'g', 'Amount': '200'}}"
Lohinyytit,,g,3,"{'CarbohydratePerUnit': '2.00', 'ProteinPerUnit': '10.33', 'FatPerUnit': '11.67', 'KcalPerUnit': '157.33'}","{'kirjolohisuikaleita (sis. suolaa 1 %)': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka herkkusieniä (tuoreita)': {'Unit': 'rs', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka Italian yrtit tuorejuustoa': {'Unit': 'g', 'Amount': '100-150'}}"
Fetapyttis ja makkarat,,g,4,"{'CarbohydratePerUnit': '7.35', 'ProteinPerUnit': '6.33', 'FatPerUnit': '11.68', 'KcalPerUnit': '160.28'}","{'Pirkka perunoita keitettynä (vihreä tai keltainen': {'Unit': 'g', 'Amount': 'n. 600'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'sipulia': {'Unit': '', 'Amount': '1-2'}, 'aurinkokuivattujen tomaattien öljymarinadia': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka aurinkokuivattuja tomaatteja': {'Unit': 'tlk', 'Amount': '1/2'}, 'Pirkka salaattijuustokuutioita öljymarinadissa': {'Unit': 'tlk', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'rosmariinia': {'Unit': 'tl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka lihaisia grillimakkaroita': {'Unit': 'pkt', 'Amount': '1'}}"
